ID,Target
ID_4MdeKo,0
ID_3oArRM,0
ID_3ctixK,0
ID_A5ZcYv,0
ID_3Kpafn,0
ID_gaQRLQ,0
ID_5QEpsG,0
ID_4QqTSm,0
ID_WLCzXV,0
ID_X7AtiK,0
ID_3sjQuY,0
ID_3gP6ia,0
ID_Y9tjsU,0
ID_3VLPhN,0
ID_giZCGN,0
ID_3HXrAX,0
ID_bKPcxH,0
ID_3R3xgr,0
ID_7CwgTd,0
ID_iyrdDD,0
ID_38SpdZ,0
ID_5SXfBf,0
ID_3D6h8T,0
ID_3AsoT4,0
ID_3mmFSV,0
ID_uwPJz4,0
ID_3i3J6A,0
ID_3hByBA,0
ID_3GAp6a,0
ID_Lr5fpA,0
ID_3xWebW,0
ID_3xjJvP,0
ID_x4cXcT,0
ID_4BkmSJ,0
ID_3i9xm6,0
ID_M2mm2G,0
ID_ET5scs,0
ID_3GNgM8,0
ID_445wBQ,0
ID_zb35wf,0
ID_3rgkk2,0
ID_3kFicr,0
ID_46th7i,0
ID_K9aJfT,0
ID_32ppvU,0
ID_4AspPk,0
ID_3AP7fS,0
ID_4Frcur,0
ID_VzmKvu,0
ID_yBTuD4,0
ID_bq3GzH,0
ID_vt7LyN,0
ID_3K7Dab,0
ID_43ut8B,0
ID_38qAwJ,0
ID_42Nbvy,0
ID_ZJ46ga,0
ID_3USX72,0
ID_3yqTjK,0
ID_5ZCkvx,0
ID_4WNKs6,0
ID_3sLgph,0
ID_WtsvkR,0
ID_Pn7RHs,0
ID_zx4ZB6,0
ID_3NXveL,0
ID_4U5FWB,0
ID_AXsgyc,0
ID_Wd78Lv,0
ID_3F74Vq,0
ID_3VZBjB,0
ID_3GVRcq,0
ID_4FZmhV,0
ID_3YRxr8,0
ID_3xiCfk,0
ID_3Wj6qP,0
ID_3w3DD8,0
ID_3CN4CU,0
ID_4VYnd8,0
ID_HgKKjk,0
ID_33T6JK,0
ID_4HG9ks,0
ID_3h5VAU,0
ID_44Ruom,0
ID_36nMVD,0
ID_3t3tnA,0
ID_3GBccZ,0
ID_355Xe4,0
ID_EiDR9b,0
ID_34NL6w,0
ID_3RkYoY,0
ID_3Biyek,0
ID_4L5nto,0
ID_3EFQX2,0
ID_3yL7BW,0
ID_3487PN,0
ID_JpgirR,0
ID_g5bYaD,0
ID_w5jJDp,0
ID_42C9pe,0
ID_4APsFK,0
ID_stNXAk,0
ID_42kcvj,0
ID_vpXW4b,0
ID_3JntYj,0
ID_3dRrSp,0
ID_smHiXN,0
ID_45kQNb,0
ID_nh4DWa,0
ID_hprzdu,0
ID_3C6eD5,0
ID_BNTnAF,0
ID_37veFb,0
ID_qsMGG7,0
ID_GbESdY,0
ID_SPPu6v,0
ID_3gJYGX,0
ID_4BbV4q,0
ID_GHRcQ9,0
ID_3kbkf5,0
ID_4GsNLX,0
ID_3MaxMe,0
ID_3sj8tq,0
ID_BgUqR2,0
ID_fqJJQG,0
ID_3PdU3F,0
ID_3bwDBt,0
ID_3EaLrU,0
ID_36zaSq,0
ID_E4Rxcs,0
ID_37wtqZ,0
ID_4Q8PUF,0
ID_3AvAU6,0
ID_3LDf3U,0
ID_42LKFs,0
ID_4Uzotk,0
ID_MF8UVF,0
ID_RUEVSB,0
ID_4C5NJQ,0
ID_4NomWT,0
ID_4GW8wY,0
ID_3QJavW,0
ID_y6JjXB,0
ID_4Mtdzb,0
ID_4HjDG5,0
ID_3hBmK8,0
ID_Q4b9Bm,0
ID_qdXd7U,0
ID_4Frh7e,0
ID_JUEoAZ,0
ID_4QA6Z7,0
ID_3VeYpd,0
ID_3TiWn4,0
ID_wo5QJi,0
ID_NHyism,0
ID_47wHxz,0
ID_4AqRzg,0
ID_3hDMDx,0
ID_qftniD,0
ID_FoUiRZ,0
ID_48iH8H,0
ID_k7h7pD,0
ID_zWa8gy,0
ID_37pNr5,0
ID_SjfUyj,0
ID_3YtHnm,0
ID_38bXXn,0
ID_3M2hGC,0
ID_3E6EQH,0
ID_ahxrJn,0
ID_bhSbNZ,0
ID_3giQrR,0
ID_jQdH6f,0
ID_3VrdqL,0
ID_4E9gk5,0
ID_8Jpoo9,0
ID_3Xg6iq,0
ID_4DLU2E,0
ID_EwfSDs,0
ID_3UweVd,0
ID_Kfkxcm,0
ID_Bzkfz3,0
ID_3XXcM6,0
ID_3KkGGR,0
ID_eRmitb,0
ID_37T2Dq,0
ID_WxPCeR,0
ID_3gshPi,0
ID_3CWNBG,0
ID_3zzvSj,0
ID_3EeD58,0
ID_42d3j3,0
ID_34DGa2,0
ID_4VUSED,0
ID_3JLeLv,0
ID_3Z38L5,0
ID_46MA7o,0
ID_3ofBty,0
ID_aQHY6a,0
ID_icEVRT,0
ID_3axDib,0
ID_3RDj2T,0
ID_QTyE2q,0
ID_zP3XQf,0
ID_3GFqoq,0
ID_3ayMCK,0
ID_3PYaWj,0
ID_RgSkW9,0
ID_AbtDLg,0
ID_3KXtp6,0
ID_hPTTGM,0
ID_3ncDkh,0
ID_3sugn6,0
ID_43MNXE,0
ID_qY58qZ,0
ID_36GDav,0
ID_Xdvzih,0
ID_4VS3id,0
ID_44JVZy,0
ID_N9PzF6,0
ID_43xNXV,0
ID_37z8gg,0
ID_UuzRxm,0
ID_36ti4r,0
ID_3Ex3bE,0
ID_kZHP6e,0
ID_3Dz2M6,0
ID_3jeUE9,0
ID_3SsDw5,0
ID_3kHdMA,0
ID_th75kw,0
ID_348R5w,0
ID_BywJAZ,0
ID_4EaKD7,0
ID_38bnCx,0
ID_4LkTsJ,0
ID_3ykESc,0
ID_3aboyj,0
ID_DxuGF3,0
ID_4FUtSN,0
ID_3GUgeZ,0
ID_u9GUGM,0
ID_3BrTuC,0
ID_dczvHo,0
ID_4NyX5n,0
ID_s4bBYA,0
ID_4Fov9c,0
ID_46mUPN,0
ID_3idvZ3,0
ID_4MZBWE,0
ID_3N4TRQ,0
ID_3GpdYV,0
ID_KpLHqH,0
ID_AuNbnW,0
ID_3acP96,0
ID_4PbNK4,0
ID_3gT8n2,0
ID_3rGUaA,0
ID_5E7HLd,0
ID_3fvZS7,0
ID_4XKgoS,0
ID_4MLHCW,0
ID_4PB9Eo,0
ID_34Ug8b,0
ID_8xGNM7,0
ID_3nJMNk,0
ID_8uYx2i,0
ID_3tQkQc,0
ID_4RkVx9,0
ID_4WnkV3,0
ID_44XZbW,0
ID_3gMz9w,0
ID_3AtD92,0
ID_TyCLfi,0
ID_yUSLMy,0
ID_3XF72p,0
ID_HrCiss,0
ID_gYwGCB,0
ID_HSuzYv,0
ID_3U6JGL,0
ID_4Vbp5r,0
ID_4LRxMM,0
ID_bRpGJj,0
ID_9BpQxF,0
ID_3Dswap,0
ID_3aJhPN,0
ID_3QN9Ai,0
ID_3hme6p,0
ID_5uTxDz,0
ID_379mRP,0
ID_4zw3Kw,0
ID_3ksxuu,0
ID_3e3NiV,0
ID_FSto55,0
ID_4RUEwx,0
ID_A55npJ,0
ID_3DMMct,0
ID_FkRENX,0
ID_4DQVUk,0
ID_dMrm3u,0
ID_4QDD9E,0
ID_4XmRt9,0
ID_4MyVzN,0
ID_3PLCAt,0
ID_4D3Tf5,0
ID_CV8GND,0
ID_43VPmg,0
ID_3x8Bbx,0
ID_kNwANT,0
ID_4QjsFU,0
ID_4KsJh3,0
ID_374uWR,0
ID_dHyyQm,0
ID_ASShdw,0
ID_3T6pe4,0
ID_3tkuQZ,0
ID_p333JT,0
ID_4BtkEy,0
ID_Bz4kvx,0
ID_3fkjoP,0
ID_3fqpED,0
ID_BosHSY,0
ID_4E4ZJz,0
ID_D7WYtp,0
ID_hxzXCM,0
ID_FXhAiH,0
ID_3mEJzy,0
ID_eX7GeE,0
ID_3wbeFZ,0
ID_UTpvo5,0
ID_3DMDyf,0
ID_ZwLyKj,0
ID_63cBLD,0
ID_3yNVeS,0
ID_3DLWPn,0
ID_3ZjnsD,0
ID_4Kn25e,0
ID_49wF6P,0
ID_UHPtnf,0
ID_43gKVs,0
ID_QsF93k,0
ID_4KvP4i,0
ID_Ccw9Vh,0
ID_4NuKUB,0
ID_vzNffk,0
ID_CNMvdM,0
ID_3opRZh,0
ID_3vAp6Q,0
ID_4S6vBp,0
ID_3VJPZj,0
ID_3c3G6y,0
ID_4RNggE,0
ID_4ErjkJ,0
ID_3xyMB2,0
ID_ARLskc,0
ID_3Rv6Aj,0
ID_3Xn8cx,0
ID_44uV6y,0
ID_3SsEMp,0
ID_wJxqjh,0
ID_ymz2hx,0
ID_3p3Meb,0
ID_ozH9Gb,0
ID_3iMZq2,0
ID_KSffsq,0
ID_4XPhE3,0
ID_3Y5cX8,0
ID_oNTbPH,0
ID_3N57AG,0
ID_43pq9E,0
ID_37Xos5,0
ID_aAsZRp,0
ID_3ivV5V,0
ID_qAH6pS,0
ID_36oDVn,0
ID_3da6qg,0
ID_3FkXRe,0
ID_3XqHoL,0
ID_FF9Ebq,0
ID_3HZQr5,0
ID_33oJBh,0
ID_33BNMD,0
ID_4K7mZW,0
ID_3kRtZB,0
ID_3ZVHdM,0
ID_4M52sV,0
ID_3ispuA,0
ID_VJcLEB,0
ID_3MHfsm,0
ID_JvyD2x,0
ID_KLNHGn,0
ID_3bPMHz,0
ID_fSMA2w,0
ID_49FsYi,0
ID_3t53xF,0
ID_fWG2cV,0
ID_42dL4F,0
ID_4NJzmt,0
ID_3AYJgM,0
ID_4VQD8X,0
ID_4Vgw8D,0
ID_3dpV8L,0
ID_3ZRwrP,0
ID_3qTyFy,0
ID_KWAfFf,0
ID_3TrpdW,0
ID_LhNcop,0
ID_MtYiXk,0
ID_36Qxbn,0
ID_WNCtqN,0
ID_3LPxmR,0
ID_3a77PH,0
ID_3Zh5if,0
ID_756KHS,0
ID_8RUbUG,0
ID_3fKUrx,0
ID_4Ky7NK,0
ID_3j2BTT,0
ID_3Nqf22,0
ID_xUvtcV,0
ID_3nNZoL,0
ID_44P3sK,0
ID_y9mugK,0
ID_tK4n4H,0
ID_3hnWHw,0
ID_3eDJQS,0
ID_vQXdxz,0
ID_3fZH6w,0
ID_3LERac,0
ID_3nBXaC,0
ID_35FnVy,0
ID_Yg7vud,0
ID_iEg5jx,0
ID_4Sv9G8,0
ID_3Cvv9e,0
ID_3KUreP,0
ID_49fHxF,0
ID_xaxKxG,0
ID_wxN2Vr,0
ID_3rCXLc,0
ID_43nXyn,0
ID_4EenMT,0
ID_3dkMNV,0
ID_3XVBDm,0
ID_8JBVD2,0
ID_4UMCWL,0
ID_4SMCGj,0
ID_3ZtzMv,0
ID_38mChy,0
ID_w7DJJ5,0
ID_4Vdkm8,0
ID_3dTaYk,0
ID_S22F83,0
ID_NSWFkj,0
ID_xZYgHh,0
ID_3EtDDo,0
ID_7NVPYg,0
ID_pMotJt,0
ID_3CmFem,0
ID_3NNEMH,0
ID_bMTkat,0
ID_sfFNCe,0
ID_4577kz,0
ID_3A9Fk7,0
ID_WY8sQs,0
ID_3aU4GJ,0
ID_48iEqW,0
ID_3VupEL,0
ID_87vBrK,0
ID_3S4HqY,0
ID_3zTUgN,0
ID_TJuyex,0
ID_39sThR,0
ID_4NVtzZ,0
ID_3VJsE2,0
ID_46bzTu,0
ID_49BALv,0
ID_46BfTo,0
ID_oQFZyB,0
ID_4C2eYb,0
ID_3ZM8GZ,0
ID_3Y9A5d,0
ID_QhXX5d,0
ID_3EiMHk,0
ID_7U4Db6,0
ID_3TQiES,0
ID_3Fes6c,0
ID_MftvTV,0
ID_4AAfWX,0
ID_Dm7QKM,0
ID_fDg6Xz,0
ID_3MWkhw,0
ID_3Bz3ES,0
ID_4KJFAX,0
ID_wCKWR6,0
ID_3uUvxV,0
ID_Pb8xft,0
ID_3vV2ZF,0
ID_4DZeX6,0
ID_TruvWR,0
ID_yu4EPA,0
ID_3P6xkv,0
ID_3k8Pkj,0
ID_4SGNVE,0
ID_emisTA,0
ID_3y2wZc,0
ID_sEgchX,0
ID_eGPKg7,0
ID_sKokwt,0
ID_3PdgHa,0
ID_4Rd3Ts,0
ID_3Ruxzb,0
ID_PTkFvQ,0
ID_45AXSL,0
ID_3ygMXk,0
ID_3AzxGZ,0
ID_3EnwUB,0
ID_ysZwTU,0
ID_9yb6Jk,0
ID_dd6nTa,0
ID_3SAKC6,0
ID_G3iTBm,0
ID_3RKEwp,0
ID_xqJdi9,0
ID_oYYPCW,0
ID_4E7oxy,0
ID_3bjQTC,0
ID_amoWPw,0
ID_jM5Lq5,0
ID_3ru3LR,0
ID_zNuo2g,0
ID_39sM8m,0
ID_TodNAv,0
ID_4U6kqT,0
ID_NjBgyt,0
ID_3mRRQk,0
ID_3uA9C3,0
ID_3CVFXU,0
ID_3oyFdz,0
ID_3o49n9,0
ID_3admw7,0
ID_LuGa9D,0
ID_3zZk9A,0
ID_cpziam,0
ID_4WUmZh,0
ID_4GMJJN,0
ID_3ecwUb,0
ID_3VXrVd,0
ID_48kANf,0
ID_4SAY2n,0
ID_M64NVd,0
ID_XN9GCi,0
ID_3JxgfB,0
ID_47dsFp,0
ID_32YpCu,0
ID_33nUBT,0
ID_3R7RJW,0
ID_46WL2W,0
ID_3NiQMs,0
ID_4LWhit,0
ID_3Miv4J,0
ID_k9HaoN,0
ID_4TzVmZ,0
ID_4Gc7NP,0
ID_3Uf6np,0
ID_8WZmKA,0
ID_3n3jcU,0
ID_4FPoG9,0
ID_36R5gF,0
ID_3PiJLN,0
ID_4EZru4,0
ID_3CpDy9,0
ID_3NVXXT,0
ID_3zZYxG,0
ID_3ahT7F,0
ID_m2ifCR,0
ID_3j5M3A,0
ID_RPQzFp,0
ID_3ZZbGm,0
ID_3qGipt,0
ID_3ADXUk,0
ID_3hJJKA,0
ID_39JU72,0
ID_3PtGr4,0
ID_rKELiD,0
ID_EUVXLo,0
ID_4PzjtV,0
ID_3SLeBv,0
ID_32gwxE,0
ID_4FPtMY,0
ID_3FEc33,0
ID_JmomfK,0
ID_4ErnTz,0
ID_4VZd8h,0
ID_3rWCG6,0
ID_3uo8nc,0
ID_49Ah2h,0
ID_329GHf,0
ID_4AE8AH,0
ID_3jWudQ,0
ID_oN6XdJ,0
ID_GCrSzN,0
ID_3jHXHp,0
ID_3eCE7m,0
ID_3D2jKA,0
ID_3mfyC5,0
ID_3NEy3L,0
ID_E9AAXM,0
ID_5B6BL7,0
ID_JsBjkz,0
ID_4L5DnC,0
ID_3Epnmo,0
ID_4MpCL8,0
ID_eq8LhB,0
ID_oBGQsJ,0
ID_qHAu2W,0
ID_35859n,0
ID_4XR9wm,0
ID_DFbqJj,0
ID_4XyV7W,0
ID_Raawn6,0
ID_3gTjGT,0
ID_RgnDB2,0
ID_4GdstN,0
ID_fAFNpw,0
ID_W65e6J,0
ID_3BjzEM,0
ID_3n3fTd,0
ID_mXd2tr,0
ID_3BNjaC,0
ID_37mmjy,0
ID_3nRfNF,0
ID_3KwUgr,0
ID_34vTUi,0
ID_imgRkj,0
ID_3Mbaso,0
ID_Hss2BX,0
ID_3cxWwX,0
ID_gRWBNR,0
ID_umTZWM,0
ID_Lkrgme,0
ID_4HEznT,0
ID_3LAxUQ,0
ID_Ar76xg,0
ID_4CnysU,0
ID_476FfA,0
ID_pQS7HP,0
ID_YEaTvS,0
ID_3XQiHX,0
ID_33WDuG,0
ID_XenQvp,0
ID_ikTVqj,0
ID_4EsmN3,0
ID_v5UdLz,0
ID_caxW4u,0
ID_fXYrzc,0
ID_3EhKNb,0
ID_xWiSXu,0
ID_3M5BFx,0
ID_W2MQcE,0
ID_3TzaW7,0
ID_4jrhNf,0
ID_49DUCW,0
ID_FPSPjq,0
ID_AtXipH,0
ID_377RCT,0
ID_4QD5Bh,0
ID_ZXE4Qk,0
ID_4Pivvw,0
ID_V4ZiMu,0
ID_32cnfW,0
ID_3yXmKG,0
ID_35J7NV,0
ID_35xRgz,0
ID_ZYKWtp,0
ID_J6H5s4,0
ID_37cD5E,0
ID_3Y3KYf,0
ID_3s3xNe,0
ID_5ZSJYu,0
ID_GY2HbT,0
ID_4HKh5S,0
ID_3ipqwC,0
ID_4USN4w,0
ID_FQGCyM,0
ID_4Bjoho,0
ID_3QaZEY,0
ID_3TeNbh,0
ID_3ktBjT,0
ID_3EpACL,0
ID_36U7Sc,0
ID_3bwXWJ,0
ID_35TXt6,0
ID_42ptG7,0
ID_3vMBa6,0
ID_4RuYsx,0
ID_4TjZfN,0
ID_4CyLZx,0
ID_4AAXSx,0
ID_oVSxik,0
ID_zE4qru,0
ID_WeYZni,0
ID_3RdURe,0
ID_7LPmM6,0
ID_qJcgF7,0
ID_3Wy6oT,0
ID_fWKWMU,0
ID_CpjCGs,0
ID_AZTGRA,0
ID_4XmNHU,0
ID_3DrKNi,0
ID_36hi9j,0
ID_4XJNxm,0
ID_aE7vjm,0
ID_38onWg,0
ID_3J4tc8,0
ID_mmKZPg,0
ID_CxC4SY,0
ID_3mo3Wu,0
ID_4RuRNB,0
ID_9YMgsW,0
ID_3ygJK6,0
ID_TkJAig,0
ID_3ujdFe,0
ID_3gny35,0
ID_4Wfju5,0
ID_iXKQQW,0
ID_33XsZd,0
ID_Y6xgwp,0
ID_AAz7wV,0
ID_4HvoEZ,0
ID_xU7hX7,0
ID_4Ufcjn,0
ID_48nxMw,0
ID_GsqymY,0
ID_3tACDu,0
ID_3JMFAK,0
ID_3Jc3dC,0
ID_3fwRYp,0
ID_e84zS3,0
ID_3i27Bz,0
ID_4TEFGz,0
ID_37DvN2,0
ID_3wyE3q,0
ID_42yX5a,0
ID_68pXnX,0
ID_32nP8S,0
ID_GQXQ8v,0
ID_4F2Ka4,0
ID_LBCgmw,0
ID_LpfpZu,0
ID_3JwxBc,0
ID_3TgYVP,0
ID_3fYLyv,0
ID_3Copp3,0
ID_SXfSFJ,0
ID_WzPUrF,0
ID_4VvHyr,0
ID_3uxhCY,0
ID_4ABRzn,0
ID_3ZNtJi,0
ID_3cbF5u,0
ID_3msTHt,0
ID_59vuD6,0
ID_4MsMz8,0
ID_biYACc,0
ID_GdvWCT,0
ID_3DrWMB,0
ID_3Ev5SH,0
ID_3NDEeY,0
ID_3RS74j,0
ID_bGnyBp,0
ID_FpiXco,0
ID_4NDvpz,0
ID_3BTsNn,0
ID_GopsgM,0
ID_45tzXS,0
ID_bZrKmL,0
ID_3pQiJ4,0
ID_44TFtF,0
ID_4TmgSd,0
ID_xzwSGr,0
ID_4QbzLp,0
ID_8xxruC,0
ID_tifhMk,0
ID_3JPS2E,0
ID_3YHMV9,0
ID_32RN84,0
ID_LpyFsU,0
ID_pyMcUu,0
ID_3DCDPJ,0
ID_4VcQ92,0
ID_nnn5QU,0
ID_3ecN2Q,0
ID_UQZdD8,0
ID_NPM4rP,0
ID_3zakMX,0
ID_43tCFD,0
ID_3uLkRo,0
ID_3DrQY3,0
ID_49DY82,0
ID_4PEETW,0
ID_3iYA4X,0
ID_zzAq79,0
ID_eHeDyX,0
ID_3p4iCZ,0
ID_3fC3wH,0
ID_3hnSkt,0
ID_48gjbw,0
ID_p33fNB,0
ID_4SQzZK,0
ID_3gVZ4n,0
ID_vkzSrZ,0
ID_4Ddtp6,0
ID_3hCbgk,0
ID_dWCxH4,0
ID_3Wvjb7,0
