ID,Target
ID_4LnT8M,0
ID_3fWCvz,0
ID_w3Ekap,0
ID_LcQ8W9,0
ID_i59Jak,0
ID_Lk9Ejm,0
ID_3hXYjM,0
ID_3W6LyD,0
ID_4RjsaR,0
ID_8DdSne,0
ID_3KWdNA,0
ID_4BGbh6,0
ID_4S8XXS,0
ID_CMYfkS,0
ID_3dBE4Z,0
ID_wWDry7,0
ID_kGM57e,0
ID_wHWjQb,0
ID_3BEHgw,0
ID_wd868p,0
ID_KfytRi,0
ID_4XM4Gu,0
ID_3e3aSY,0
ID_3qABzX,0
ID_3RkLmu,0
ID_3wYZtk,0
ID_nFkeaM,0
ID_hEoZpQ,0
ID_48Cbh8,0
ID_yqKZJW,0
ID_ocvYbS,0
ID_BnpKyg,0
ID_44nFEg,0
ID_V6Afvz,0
ID_3bUbxE,0
ID_4SRJSm,0
ID_3UEg8C,0
ID_3uove5,0
ID_UA7XPx,0
ID_4UHtQm,0
ID_4PoaDm,0
ID_3CDpnB,0
ID_fzJNUA,0
ID_cgVQfW,0
ID_EcYLaT,0
ID_4AjSyb,0
ID_4WHyAf,0
ID_a6acrC,0
ID_iWXH4G,0
ID_YstjdN,0
ID_3ZJE6t,0
ID_3vTNPT,0
ID_3RSHdT,0
ID_ijBARH,0
ID_4XLZPk,0
ID_LL4GjU,0
ID_x4Wawm,0
ID_3BM3rr,0
ID_ADa2tY,0
ID_6ewR2x,0
ID_3CH49i,0
ID_3povvo,0
ID_3aZYhQ,0
ID_3PjfFG,0
ID_yPLYpF,0
ID_TAdbT6,0
ID_4L2cE6,0
ID_3tL7QB,0
ID_3hNfUk,0
ID_AKFiBz,0
ID_3r5bAG,0
ID_S8Hc4k,0
ID_33a8uy,0
ID_jsvjDK,0
ID_3s7xxj,0
ID_WrvycR,0
ID_34onq9,0
ID_3mtBm6,0
ID_hgQxmR,0
ID_4NuAkZ,0
ID_qqFHU6,0
ID_3ueCGB,0
ID_3V863p,0
ID_3ryc5j,0
ID_3hffx3,0
ID_tiLd5Z,0
ID_caRLw4,0
ID_BYgEwr,0
ID_3RUGrX,0
ID_p7dKku,0
ID_46kP6j,0
ID_42bykK,0
ID_4XjYJ7,0
ID_zWaGV3,0
ID_w769to,0
ID_wbaS3i,0
ID_4CC69r,0
ID_4Wg7we,0
ID_EQwwnr,0
ID_4L2Znf,0
ID_3BS82z,0
ID_3LjCc9,0
ID_44uJxV,0
ID_GSUE8t,0
ID_3Gy3ae,0
ID_4EbmRR,0
ID_3n9qHu,0
ID_4PvfJe,0
ID_ar3nzb,0
ID_3fnUix,0
ID_3LA9rZ,0
ID_3VevJa,0
ID_hSKtMb,0
ID_VQcYYj,0
ID_3vYL8k,0
ID_4Nofgf,0
ID_4GS68N,0
ID_3R5maj,0
ID_43G9QB,0
ID_3qR8rG,0
ID_3xzJQu,0
ID_4A6N64,0
ID_4W8XfA,0
ID_9EN7MB,0
ID_oqEtDJ,0
ID_hm9JiH,0
ID_AfPpca,0
ID_3aiv5B,0
ID_w9cRcv,0
ID_79XtNR,0
ID_rmeQfo,0
ID_4AaT6d,0
ID_C7qYyp,0
ID_UtwUsX,0
ID_3nv3eK,0
ID_45FsMF,0
ID_3nGgMU,0
ID_yUzJae,0
ID_wUWLzh,0
ID_3TQiBv,0
ID_4Te3R3,0
ID_7RswL3,0
ID_zt8xJe,0
ID_wmAZHh,0
ID_3aaqZQ,0
ID_iB5bDo,0
ID_8BJpzx,0
ID_bG9bHx,0
ID_48tbKV,0
ID_3pwhaK,0
ID_3FtDiS,0
ID_iStD6B,0
ID_48QNHd,0
ID_VsF77k,0
ID_4Gy2oP,0
ID_CcDoVK,0
ID_3RyYtB,0
ID_FKoh6m,0
ID_iW3rys,0
ID_3QujRT,0
ID_4EL5Wa,0
ID_3S6euh,0
ID_TmEpZv,0
ID_3jNgJS,0
ID_4MBRV8,0
ID_q7HYgZ,0
ID_4VVF5k,0
ID_32sPdf,0
ID_DE9rBH,0
ID_Zw4caa,0
ID_3DYsBJ,0
ID_4UatuC,0
ID_3nSChx,0
ID_f7ALaN,0
ID_49LUGd,0
ID_v767YP,0
ID_xV7Rq3,0
ID_4MzPqL,0
ID_3Afhj5,0
ID_36Di6B,0
ID_3DK8xZ,0
ID_DAPAFH,0
ID_47LHum,0
ID_35zcMB,0
ID_36cMgP,0
ID_3bBB4v,0
ID_3TmNmo,0
ID_36EAyV,0
ID_4Q4Vtq,0
ID_4NYPSg,0
ID_3mcuJs,0
ID_3m9CAz,0
ID_3dYwUh,0
ID_KVZ755,0
ID_74nTsg,0
ID_3iuwzN,0
ID_4RgRUL,0
ID_3urSoK,0
ID_4WPfWh,0
ID_57w7CK,0
ID_3uFYUd,0
ID_3zWxuV,0
ID_338K6H,0
ID_njUBTz,0
ID_3W8mXX,0
ID_3LeGoL,0
ID_5DCeE6,0
ID_PRx2FR,0
ID_DsbL6U,0
ID_3gnicq,0
ID_DXSixa,0
ID_inxj2b,0
ID_4Jn4EH,0
ID_3eA58D,0
ID_tsQ6Qm,0
ID_3TwDgn,0
ID_3jtp7f,0
ID_3k3bei,0
ID_fexEzs,0
ID_FCFTEj,0
ID_3CcUy7,0
ID_3aV8gp,0
ID_46nTuf,0
ID_ZwqsnF,0
ID_32jbFn,0
ID_3vp4ZN,0
ID_rTr4d5,0
ID_4Xbmrz,0
ID_3Rz2TC,0
ID_3okiRY,0
ID_3XGDZ6,0
ID_4SzYbx,0
ID_3g8npb,0
ID_kNWuJ5,0
ID_3GMihj,0
ID_3mz5eX,0
ID_3MAhRd,0
ID_zy5TZa,0
ID_3nSZ93,0
ID_4MztFW,0
ID_48kWNc,0
ID_6UZXek,0
ID_4K2y73,0
ID_3UVnbY,0
ID_pptoeH,0
ID_FAcSwT,0
ID_43ugT4,0
ID_4TCwiy,0
ID_46ac5h,0
ID_qVPN4h,0
ID_3DAsCY,0
ID_3jQvwZ,0
ID_UoXTxW,0
ID_3huzAx,0
ID_3W2L6F,0
ID_3vs52n,0
ID_3rYyGR,0
ID_4Vuskc,0
ID_46GoW7,0
ID_3oW5p2,0
ID_8QzhYg,0
ID_3jTV5D,0
ID_4UuxEN,0
ID_4MvuXD,0
ID_337SzH,0
ID_3iB8N4,0
ID_3Jj3vS,0
ID_xGVSuN,0
ID_aD7fPj,0
ID_vy6D6k,0
ID_4BugHR,0
ID_4B2StX,0
ID_3gAo8p,0
ID_4CefG9,0
ID_mKCRQH,0
ID_LVqLye,0
ID_4HNzQh,0
ID_4TpYJR,0
ID_3J2sdj,0
ID_RZ7H7E,0
ID_bHWGho,0
ID_9ghsJV,0
ID_4AQp4W,0
ID_3DqgQY,0
ID_3PC4EX,0
ID_C24iD9,0
ID_4K27i8,0
ID_fxtDsR,0
ID_3pihxj,0
ID_KTY6hh,0
ID_3FV3ZR,0
ID_uHsPak,0
ID_4QoguL,0
ID_8T6CUp,0
ID_QUdMb2,0
ID_3eEXEg,0
ID_3eSAH6,0
ID_3JJHQc,0
ID_4BJd5x,0
ID_43CWDh,0
ID_3rCLZa,0
ID_3YsZiP,0
ID_3xZq4a,0
ID_3SDnwv,0
ID_43XQNc,0
ID_3HSwdp,0
ID_4Qj5a8,0
ID_oP2Dkr,0
ID_3Z46MA,0
ID_3gu9LZ,0
ID_3Pn6L7,0
ID_3i3PYW,0
ID_3KU99X,0
ID_itKbz7,0
ID_4MiEa9,0
ID_wkYTz2,0
ID_48mdL7,0
ID_EYpGmt,0
ID_4AHm9o,0
ID_3oqtvR,0
ID_3w6nXW,0
ID_svZbpz,0
ID_qT82pa,0
ID_3toCqz,0
ID_3LtMLq,0
ID_4BWn42,0
ID_Zka7Pb,0
ID_4PRYF8,0
ID_GLrjRp,0
ID_3B924p,0
ID_3QFJZ3,0
ID_LLqpGc,0
ID_4W5VbY,0
ID_ZVKzoT,0
ID_3iGHay,0
ID_3FzEoE,0
ID_4B9B9m,0
ID_n8s238,0
ID_3KgSBS,0
ID_3u2SrW,0
ID_4hAgPu,0
ID_Z57cQL,0
ID_7JUYYZ,0
ID_4KBB23,0
ID_3nimTZ,0
ID_3CYL66,0
ID_yJnHM9,0
ID_3CSYba,0
ID_3BeREy,0
ID_3mNrKA,0
ID_3Y2y52,0
ID_9d8KhN,0
ID_47KsdW,0
ID_45vKTZ,0
ID_4R6wAM,0
ID_4PiaT6,0
ID_qyTz6M,0
ID_4UG5rj,0
ID_7HfpN5,0
ID_43yPMV,0
ID_4284WE,0
ID_3BBfBa,0
ID_pq4VpU,0
ID_47McMt,0
ID_3XQTwd,0
ID_3adD8V,0
ID_3yvujX,0
ID_4EnwSp,0
ID_EraxLf,0
ID_PmGuQQ,0
ID_3mjhZQ,0
ID_3XQtUe,0
ID_49kbAX,0
ID_gh2bZT,0
ID_7VWK5w,0
ID_45zv8M,0
ID_4H7zVF,0
ID_rauDxs,0
ID_3zFt3w,0
ID_4TaecK,0
ID_429bSr,0
ID_iLuWWH,0
ID_MHEzCM,0
ID_npCSQu,0
ID_4LJoY8,0
ID_4VQJYP,0
ID_6U3eQy,0
ID_4P99bj,0
ID_3cgsPh,0
ID_37F76s,0
ID_DRpTHy,0
ID_4TNnMy,0
ID_oiHfBY,0
ID_3tas7C,0
ID_EN3Q5r,0
ID_38mdxy,0
ID_4DebEU,0
ID_3UUXqo,0
ID_39ndBM,0
ID_3kAmLL,0
ID_4GmBH6,0
ID_NPbjt7,0
ID_4UsCFe,0
ID_3r86Zi,0
ID_vmKxsr,0
ID_7SAnFr,0
ID_4NFHsb,0
ID_VYh3oC,0
ID_3u6PuK,0
ID_h9VHwT,0
ID_3mTiMK,0
ID_3m89XL,0
ID_3xL6FV,0
ID_ReiMdG,0
ID_zaxjbw,0
ID_ueVVLj,0
ID_GtKijx,0
ID_m7TKo6,0
ID_89CEXL,0
ID_pG3boV,0
ID_BRWVUB,0
ID_9QqDPh,0
ID_dpjXED,0
ID_3yZ2Rc,0
ID_EC7d4D,0
ID_47pdDm,0
ID_EznLKe,0
ID_3ZD5EB,0
ID_3PLFvs,0
ID_4XUego,0
ID_3uiB4K,0
ID_WiAVkX,0
ID_3eZx4y,0
ID_3o8hCo,0
ID_j3GSmc,0
ID_3DSpMc,0
ID_3HXcvP,0
ID_4V5DFP,0
ID_3G5E7j,0
ID_4TsZ9X,0
ID_3E5fWi,0
ID_482oPK,0
ID_3CA7gD,0
ID_yqXYdf,0
ID_3XbGgK,0
ID_458tYY,0
ID_xni5FB,0
ID_3XSDBK,0
ID_VjkJ65,0
ID_3Y92oy,0
ID_4UhexY,0
ID_4Ctmbf,0
ID_KWQoPq,0
ID_33zxoo,0
ID_3TyzA7,0
ID_4Ji6kE,0
ID_37ccHm,0
ID_3cBPf8,0
ID_ioyWFF,0
ID_3oiWY7,0
ID_3bND9y,0
ID_3yYjbh,0
ID_32Z8zv,0
ID_4Ec9qN,0
ID_3j6wnh,0
ID_3T9kgj,0
ID_SGj4kq,0
ID_3LiizM,0
ID_3H7CpA,0
ID_46pQ2L,0
ID_YZeajj,0
ID_3zKkpk,0
ID_4AxBZ7,0
ID_3Lbis6,0
ID_aHZ3qV,0
ID_3ArG9c,0
ID_4XK87A,0
ID_EPvxuj,0
ID_4XwdLC,0
ID_3Gjio3,0
ID_7Cs3vU,0
ID_4HmfoS,0
ID_3K2LNx,0
ID_6MaRge,0
ID_3ZtycW,0
ID_3UjveS,0
ID_4WoS7o,0
ID_3an9tk,0
ID_4G4bNX,0
ID_3ERsy4,0
ID_DrgMoB,0
ID_3Tv8wy,0
ID_3GYbeR,0
ID_485vBM,0
ID_36nP76,0
ID_3Ryxfb,0
ID_4EG8VC,0
ID_bC5YBC,0
ID_3dFajN,0
ID_3nxyHc,0
ID_33P4T6,0
ID_z3afEY,0
ID_4N3iZn,0
ID_3s4XQD,0
ID_3LKgXU,0
ID_TUTHgt,0
ID_4C7whY,0
ID_4VqNyE,0
ID_Zu8KYT,0
ID_3geGSc,0
ID_MPo2BU,0
ID_cPjgpB,0
ID_azaVmS,0
ID_4GMFzu,0
ID_3wE3tN,0
ID_4FUjiD,0
ID_3TJN9r,0
ID_3uXLD8,0
ID_zSCXP3,0
ID_bCAjwG,0
ID_3XnWu9,0
ID_3HzMjy,0
ID_3VqPKG,0
ID_3k5e9u,0
ID_3cETqZ,0
ID_KXkjCA,0
ID_ohxaDt,0
ID_4UgBpD,0
ID_3XCHen,0
ID_4NT2Wk,0
ID_3tDL8a,0
ID_3isZEt,0
ID_4LYYey,0
ID_3633DV,0
ID_362vFf,0
ID_bd2JDE,0
ID_4NyF5o,0
ID_44YWUx,0
ID_cFxtvk,0
ID_3XrZRh,0
ID_oskCwE,0
ID_36wnrQ,0
ID_Vc9ypd,0
ID_TDJYqi,0
ID_5pH4XE,0
ID_3d43u9,0
ID_ozJMfr,0
ID_EZPmeJ,0
ID_3U4pex,0
ID_h2kk76,0
ID_4Ld2zf,0
ID_3jqVvP,0
ID_UBXoa7,0
ID_4WrH7z,0
ID_3BLaLP,0
ID_8ckSn2,0
ID_3uMsYc,0
ID_TqbXXL,0
ID_bJpPYm,0
ID_tcxrNW,0
ID_LXGVGF,0
ID_4J8YsW,0
ID_7wB4dF,0
ID_3fwY7g,0
ID_3DAQ6m,0
ID_UrF8HP,0
ID_3xUfNT,0
ID_459Pam,0
ID_misZjc,0
ID_CvAnhR,0
ID_3odCFY,0
ID_3jZzm6,0
ID_45KhdC,0
ID_cVSWrL,0
ID_3zdJZV,0
ID_RjKdwc,0
ID_43DSVh,0
ID_4HXzW5,0
ID_4FJgH6,0
ID_Eo6L3x,0
ID_3ATXLh,0
ID_4U6yn5,0
ID_3Fqnxc,0
ID_7XvKrW,0
ID_h5pznt,0
ID_d2UXux,0
ID_NuHZbE,0
ID_3FTD48,0
ID_38bYjo,0
ID_3FHhhV,0
ID_4UgBiY,0
ID_3rniZ6,0
ID_y5D86C,0
ID_3AfZ4J,0
ID_4BXEKL,0
ID_CNqSbg,0
ID_3Uiuww,0
ID_42GNo5,0
ID_4W4dqg,0
ID_4Wqbk6,0
ID_Vi8m6W,0
ID_TqcNgf,0
ID_GdJWPT,0
ID_4E69Jw,0
ID_DHyV7j,0
ID_36qgck,0
ID_U6Hv3i,0
ID_3B98gF,0
ID_riAxMk,0
ID_3AZ96C,0
ID_4T82os,0
ID_33XVre,0
ID_3uMFGW,0
ID_DR9L6h,0
ID_3dfMci,0
ID_3g84Yj,0
ID_PLJWSo,0
ID_A4qoWB,0
ID_5DKYXM,0
ID_E8gBZv,0
ID_33BHMG,0
ID_3AZjWY,0
ID_BYJFvR,0
ID_3GCxLf,0
ID_GBuySz,0
ID_7sn5zE,0
ID_kTBv8p,0
ID_4W9Vyv,0
ID_UeS7Ds,0
ID_49K94K,0
ID_3N5J9e,0
ID_CyzczG,0
ID_FYM9Mj,0
ID_xVqotX,0
ID_QLRTem,0
ID_PZeBKD,0
ID_3adbHF,0
ID_3ehqhA,0
ID_4CcQSX,0
ID_3pWYAP,0
ID_3DR8RS,0
ID_3aQS9X,0
ID_3o9VJY,0
ID_4UdRWd,0
ID_PJQqYL,0
ID_3zei5d,0
ID_oPdG6y,0
ID_4DMBCC,0
ID_4Bgmi5,0
ID_4H4j8u,0
ID_4MJ9hs,0
ID_3fFvHu,0
ID_3DUihs,0
ID_3AHYiC,0
ID_3VChNA,0
ID_3TYEDU,0
ID_3qLTQH,0
ID_qhSKDe,0
ID_34Qc5x,0
ID_YyAkrK,0
ID_4ALsXu,0
ID_FcvgYN,0
ID_orokf3,0
ID_4NyZ3x,0
ID_S9WLj7,0
ID_3uSScG,0
ID_gT2c36,0
ID_AbHqq4,0
ID_JVe7Qw,0
ID_7BZLha,0
ID_34EoFq,0
ID_4QdQVr,0
ID_3mtNqM,0
ID_49TTzd,0
ID_4NMUeC,0
ID_fpdTcN,0
ID_3Nc82D,0
ID_K8UPfK,0
ID_42AHZy,0
ID_3SmWaH,0
ID_492wVN,0
ID_CsefKZ,0
ID_XFKNEN,0
ID_KKWb5r,0
ID_4GrsCi,0
ID_4LRbLz,0
ID_8JxJCA,0
ID_4SiaUL,0
ID_39VXCA,0
ID_3EKrnm,0
ID_WvUFYn,0
ID_4J6QpM,0
ID_4HK7dr,0
ID_Bb6jgN,0
ID_4NfqTB,0
ID_42xSun,0
ID_rm43pS,0
ID_4NnU6q,0
ID_Wtdb82,0
ID_4TxB7P,0
ID_3Z9b5E,0
ID_3sudYd,0
ID_4MEPGf,0
ID_bbx5ea,0
ID_R4NHiw,0
ID_E7yfQn,0
ID_4XFHkz,0
ID_3wAcZs,0
ID_3T9Gf5,0
ID_46DSNk,0
ID_Ek5VGo,0
ID_NzpVj6,0
ID_3VhNBZ,0
ID_4AhYzE,0
ID_44tDpa,0
ID_35Yiff,0
ID_3mykKq,0
ID_abcR55,0
ID_3GP3Db,0
ID_3znsFb,0
ID_3p2Qap,0
ID_3uZU3u,0
ID_3sVqHo,0
ID_3S2nfW,0
ID_p2nv4E,0
ID_3kXpb9,0
ID_35f4zM,0
ID_bVhM6T,0
ID_hrNRZP,0
ID_3RgsHs,0
ID_9BFcB3,0
ID_3NV9cg,0
ID_3f3cR4,0
ID_4LCFXY,0
ID_4XJtEV,0
ID_4Qsi54,0
ID_4XwQDQ,0
ID_4WNwR6,0
ID_4PgRpJ,0
ID_3ujrdD,0
ID_3Y8ZWm,0
ID_cmZjvC,0
ID_4Nqmpz,0
ID_qsJDVc,0
ID_4Rcvaw,0
ID_3aJQSt,0
ID_SGcVTy,0
ID_AaMDMz,0
ID_Qt2kw6,0
ID_4BqUPR,0
ID_FrGcGo,0
ID_3GXtJ2,0
ID_3eubmq,0
ID_3qyvdT,0
ID_DHiHh6,0
ID_3fXkXr,0
ID_3v39Sp,0
ID_3XrSoA,0
ID_3QKjzq,0
ID_aD63LV,0
ID_3NU4KN,0
ID_ZFqv5f,0
ID_8hF26m,0
ID_8ctVbi,0
ID_3rEgwN,0
ID_toMuYf,0
ID_wDwf6X,0
ID_3Qrh5j,0
ID_j8kVg6,0
ID_3GHefm,0
ID_v2c4hZ,0
ID_3Vvvf2,0
ID_4SGLrT,0
ID_32Xgn5,0
ID_4K6U4w,0
ID_epZAPS,0
ID_3BtDTp,0
ID_3qg5Rw,0
ID_3fCuc8,0
ID_4LkgMK,0
ID_QUX5gg,0
ID_u2hvXX,0
ID_3kj4zU,0
ID_3ebD4j,0
ID_3CSzU2,0
ID_g4ShLN,0
ID_VjB6ZT,0
ID_3XTUdP,0
ID_C5Ruya,0
ID_Xue26r,0
ID_3EEuCY,0
ID_49G3sx,0
ID_PMAxsC,0
ID_3Vzzwz,0
ID_TtMsQv,0
ID_3kS7Jc,0
ID_3nZesw,0
ID_Vu8oeA,0
ID_3KgqwS,0
ID_3x6sMA,0
ID_jVugeX,0
ID_6CTXZg,0
ID_ndsPGn,0
ID_ANYd8N,0
ID_4WGF4z,0
ID_a2BZYA,0
ID_4SBArk,0
ID_MT2URw,0
ID_3QzVWJ,0
ID_gxNYaD,0
ID_4Nvcoc,0
ID_3F7m9z,0
ID_4M557m,0
ID_3pxAo3,0
ID_3Qyc3Q,0
ID_3B4NvX,0
ID_3qvDbX,0
ID_3ZQ4sM,0
